date,payems,gdpc,cpiaucsl,unrate,houst,indpro,dspic96,cpilfesl,pcepilfe,pcepi,permit,ulcnfb,a261rx1q020sbea,exports
1950-09-01,0.0053255975060617,0.0386441460334792,0.0057851239669421,-0.0222222222222221,,-0.0063856582845047,,,,,,-0.0019810056516925,0.0381266347670385,0.1007077198405597
1950-10-01,0.0057711357078253,,0.0065735414954806,-0.0454545454545455,,0.006426696975287,,,,,,,,
1950-11-01,0.0014987367790004,,0.0040816326530612,0.0,,-0.0015964145711262,,,,,,,,
1950-12-01,0.0018171711989054,0.0191478014727499,0.0154471544715446,0.0238095238095237,,0.017600483243416,,,,,,0.0231186876058144,0.0191652207573767,0.11174340403517835
1951-01-01,0.0091120548003671,,0.0160128102481984,-0.1395348837209301,,0.0031426226932278,,,,,,,,
1951-02-01,0.0061114870580274,,0.0177304964539006,-0.0810810810810811,,0.0062713565506957,,,,,,,,
1951-03-01,0.00622149357883,0.0135815876423528,0.0019357336430507,0.0,,0.0046756451352536,,,,,,0.0227104136947218,0.0051674711911064,0.1381373396264043
1951-04-01,-0.00025066321308464534,,0.0015455950540959,-0.0882352941176469,,0.0015493822555561,,,,,,,,
1951-05-01,0.0019013392950419,,0.0027006172839505,-0.0322580645161291,,-0.0030939707677057,,,,,,,,
1951-06-01,0.0023356690023357,0.0173271043734131,-0.0023085802231627,0.0666666666666666,,-0.0046611070560309,,,,,,0.0253863750488201,0.0176535500213177,0.0543776648560248
1951-07-01,-6.241677762985898e-05,,-0.0007713073659852965,-0.03125,,-0.0156020833573929,,,,,,,,
1951-08-01,-0.0010195376708765,,-0.0019297568506368,0.0,,-0.0095084467386202,,,,,,,,
1951-09-01,-0.0012080313255019,0.0206099879798113,0.0065738592420727,0.064516129032258,,0.0064017908432478,,,,,,-0.0109914027641746,0.0175304997013898,0.007090627077332101
1951-10-01,0.0010843725236684,,0.0049942374183633,0.0606060606060605,,-0.0015887960456631,,,,,,,,
1951-11-01,0.0029371328583926,,0.0061162079510703,0.0,,0.0079625154712088,,,,,,,,
1951-12-01,0.0034685442499013,0.0022024957368478,0.0056990881458967,-0.1142857142857142,,0.0063150139456558,,,,,,0.0161201584507044,0.0088132454202045,0.027447744774477423
1952-01-01,-0.0003725628182307261,,-0.000755572346052169,0.032258064516129,,0.0109935444884108,,,,,,,,
1952-02-01,0.0046794765612059,,-0.0015122873345935,-0.03125,,0.006207146264505,,,,,,,,
1952-03-01,-0.0003709657474959549,0.0106853440873211,-0.0007572889057174681,-0.0645161290322581,,0.003090139541791,,,,,,0.0053603335318641,0.0066187112539699,-0.11231864660849078
1952-04-01,0.0023915553356423,,0.0026525198938991,0.0,,-0.0092304713747194,,,,,,,,
1952-05-01,0.0004524886877828038,,0.00037792894935750887,0.0344827586206897,,-0.0093164667544095,,,,,,,,
1952-06-01,-0.0074010114715677,0.0021539669415635,0.0022667170381565,0.0,,-0.0094098809551436,,,,,,0.009532529082292,0.005952295771938,-0.08051384114347737
1952-07-01,-0.002878919680212,,0.0056539766302299,0.0666666666666666,,-0.015818448023426,,,,,,,,
1952-08-01,0.0162225037907899,,0.0003748125937033109,0.0625,,0.0643086242703021,,,,,,,,
1952-09-01,0.0080941869021338,0.0072184921511504,-0.0022480329711502,-0.0882352941176469,,0.0362526278123183,,,,,,0.0173379567884768,0.0093343902456373,0.005444050898596453
1952-10-01,0.0056163828061637,,0.0022530980097634,-0.0322580645161291,,0.0102028704003453,,,,,,,,
1952-11-01,0.0044155896525999,,0.0,-0.0666666666666667,,0.0202049874219547,,,,,,,,
1952-12-01,0.0070258551469406,0.0328421571122221,0.0007493443237167607,-0.0357142857142855,,0.0056540358298342,,,,,,0.0039853172522286,0.0307254849146367,-0.01311240133081093
1953-01-01,-0.0004385440338077196,,-0.002620741295395,0.0740740740740739,,0.0028163295053464,,,,,,,,
1953-02-01,0.0038888002552648,,-0.0018768768768768,-0.1034482758620689,,0.0056064578088095,,,,,,,,
1953-03-01,0.0026619519656727,0.0185886748230759,0.0015043249341857,0.0,,0.0083731254678263,,,,,,0.0028204324663114,0.0177476360224784,0.004494976203067047
1953-04-01,-0.0007528777762367822,,0.0022530980097634,0.0384615384615385,,0.0041466798404807,,,,,,,,
1953-05-01,0.0010905125408942,,0.00037467216185826935,-0.0740740740740741,,0.0055111727428918,,,,,,,,
1953-06-01,0.0005743711626065018,0.0077293802012741,0.002621722846442,0.0,,-0.0041119922120591,,,,,,0.0093749999999999,0.0069580924585832,0.036785996314819824
1953-07-01,0.0003365070567509232,,0.0007471049682479247,0.04,,0.0123818203108692,,,,,,,,
1953-08-01,-0.0009300300775684224,,0.0022396416573349,0.0384615384615385,,-0.0054362858249222,,,,,,,,
1953-09-01,-0.0023965616272851,-0.005626770311766,0.0014897579143389,0.0740740740740739,,-0.0204937098013834,,,,,,0.0063467492260063,-0.0065026903978112,-0.03700412567438904
1953-10-01,-0.002541296060991,,0.0022313127556712,0.0689655172413794,,-0.0083679632449733,,,,,,,,
1953-11-01,-0.0066082802547771,,-0.0037105751391465,0.129032258064516,,-0.0239101689797702,,,,,,,,
1953-12-01,-0.004107557906548,-0.0151394062969223,0.0007448789571693482,0.2857142857142858,,-0.0244958693553634,,,,,,0.0133825565297647,-0.0200890184136278,-0.049301344582124984
1954-01-01,-0.004707965313965,,0.0026051358392258,0.088888888888889,,-0.007386226955628,,,,,,,,
1954-02-01,-0.0017586771513472,,0.0018559762435039,0.0612244897959184,,0.0029797804546232,,,,,,,,
1954-03-01,-0.0045563160665829,-0.0047802388768241,-0.0022230455724341,0.0961538461538462,,-0.0059363639359026,,,,,,0.0064258247318356,0.0021521144819829,0.1396283971159178
1954-04-01,0.0004475456191386229,,-0.0025993316004455,0.0350877192982457,,-0.0059718148019246,,,,,,,,
1954-05-01,-0.0043514508225055,,0.0026061057334325,0.0,,0.0060076916236884,,,,,,,,
1954-06-01,-0.0014295925661186,0.001089921955554,0.00037133308577796953,-0.0508474576271187,,0.002988669572471,,,,,,-0.0057815092252776,0.0018006573539,-0.03406740479377046
1954-07-01,-0.0012271193373555,,-0.0029695619896066,0.0357142857142858,,0.0014871280802828,,,,,,,,
1954-08-01,-0.00018429405139752664,,-0.0003723008190616994,0.0344827586206897,,-0.001490419517346,,,,,,,,
1954-09-01,0.0012288534797033,0.0112934627660055,-0.001489757914339,0.0166666666666666,,0.0014926441833693,,,,,,-0.0098604368932039,0.0089730735744253,0.045786623000377835
1954-10-01,0.0011455222354048,,-0.0033569563595673,-0.0655737704918032,,0.0118848582176562,,,,,,,,
1954-11-01,0.0048628989416044,,0.0022455089820359,-0.0701754385964913,,0.0161531395898668,,,,,,,,
1954-12-01,0.0030703538023586,0.0195668807651816,-0.0003734129947722265,-0.0566037735849056,,0.013002711795508,,,,,,-0.0013788876972575,0.0212017175447003,0.040228846732911716
1955-01-01,0.0033447527923617,,0.0,-0.0199999999999999,,0.022825673734899,,,,,,,,
1955-02-01,0.0029901406174235,,0.00186776242062,-0.0408163265306122,,0.0125545259788864,,,,,,,,
1955-03-01,0.0064056079284504,0.0285623465450719,-0.0011185682326622,-0.0212765957446809,,0.0234161113858484,,,,,,-0.0125294057481843,0.0274449173189341,-0.019162855323336947
1955-04-01,0.0057243505063848,,0.0,0.0217391304347827,,0.01211517385673,,,,,,,,
1955-05-01,0.0052539404553415,,-0.000746547219111604,-0.0851063829787235,,0.0159520012600162,,,,,,,,
1955-06-01,0.0055036426987646,0.0162720495720629,-0.0022413149047441,-0.0232558139534883,,0.0013129018036652,,,,,,0.00466103889378,0.0204179369222508,0.07100696493920422
1955-07-01,0.0038787162827327,,0.0018719580681392,-0.0476190476190476,,0.0078428905962726,,,,,,,,
1955-08-01,0.0024319924686684,,-0.0014947683109118,0.05,,-0.0012961762799741,,,,,,,,
1955-09-01,0.003032615288294,0.0135046428763672,0.004865269461078,-0.0238095238095239,,0.0064940995505564,,,,,,0.0141244394040929,0.0131183253924598,0.01124276660236978
1955-10-01,0.0031794951819918,,-0.0011173184357542,0.048780487804878,,0.0167728501427983,,,,,,,,
1955-11-01,0.0031694180326276,,0.0022371364653244,-0.0232558139534883,,0.0025364258940903,,,,,,,,
1955-12-01,0.0041285470615599,0.0060032873749216,-0.00037202380952372494,0.0,,0.0037996982730348,,,,,,0.0127077720734001,0.0076299298646564,0.0553708648972695
1956-01-01,0.0032815365312228,,-0.0014886490509863,-0.0476190476190476,,0.0063057470513279,,,,,,,,
1956-02-01,0.0036940836940837,,0.0011181513231457,-0.025,,-0.0087755102040816,,,,,,,,
1956-03-01,0.0024344892364904,-0.003883804681889,0.0011169024571855,0.0769230769230771,,0.0,,,,,,0.0279074436580837,0.0009291114125622446,0.07833720630002605
1956-04-01,0.0015489348682449,,0.001487541837114,-0.0476190476190476,,0.0075851161397795,,,,,,,,
1956-05-01,0.0025011933174223,,0.0037133308577794,0.0749999999999999,,-0.0087819104718825,,,,,,,,
1956-06-01,0.0015236353940502,0.0082631942666304,0.0044395116537179,0.0,,-0.0088597157019838,,,,,,0.0143073392255481,0.010222762574733,0.045014845321329267
1956-07-01,-0.0119993914730156,,0.0051565377532227,0.0232558139534884,,-0.0306503992020684,,,,,,,,
1956-08-01,0.0130112597440092,,0.0007328691828507594,-0.0681818181818183,,0.0408411073670043,,,,,,,,
1956-09-01,-0.0005130056430621144,-0.0008983959263615393,0.0014646649578908,-0.0487804878048779,,0.0227841340342394,,,,,,0.0155497785480454,0.0010766458977615,0.057098341123636764
1956-10-01,0.0032887232910043,,0.0058500914076782,0.0,,0.0086623515238133,,,,,,,,
1956-11-01,0.0008336964965800497,,0.0,0.1025641025641026,,-0.0085879595988954,,,,,,,,
1956-12-01,0.0020446413358323,0.0164586403847717,0.0043620501635768,-0.0232558139534883,,0.0148510542782671,,,,,,0.0060677885754918,0.0174629218216033,0.08024102653025822
1957-01-01,-0.000793515841976955,,0.0014477017734346,0.0,,-0.0036561750991906,,,,,,,,
1957-02-01,0.0039707300470814,,0.0046982291290205,-0.0714285714285715,,0.0097901084115199,,0.0035087719298245,,,,,,
1957-03-01,0.001111173889297,0.0064029115265515,0.0021582733812948,-0.0512820512820512,,-0.0012113381248486,,0.0034965034965033,,,,0.0027800028271216,0.002451599850026,-0.022071511697901225
1957-04-01,0.0015426292422304,,0.0025125628140703,0.0540540540540539,,-0.013349863446888,,0.0034843205574912,,,,,,
1957-05-01,-0.0016529546564484,,0.0025062656641603,0.0512820512820513,,-0.0036876513758126,,0.0,,,,,,
1957-06-01,-0.0015616180620884,-0.0021908592409674,0.0039285714285715,0.048780487804878,,0.0024675336544173,,0.003472222222222,,,,0.0141434075744759,-0.0008532804001959438,-0.025031802700151817
1957-07-01,0.0010552697533305,,0.0028459622909997,-0.0232558139534883,,0.0061582080571789,,0.0034602076124568,,,,,,
1957-08-01,9.412119044482914e-05,,0.0031926214969848,-0.0238095238095239,,0.0,,0.0,,,,,,
1957-09-01,-0.0036515585002259,0.0098001840212149,0.0014144271570013,0.0731707317073173,,-0.0085669111551058,,0.003448275862069,,,,-0.0007876569522309307,0.0042967124982666,-0.031019824066669588
1957-10-01,-0.0032304379038047,,0.0,0.0227272727272727,,-0.0148189104468063,,0.0034364261168384,,,,,,
1957-11-01,-0.0038852984098705,,0.0031779661016948,0.1333333333333333,,-0.023808088163674,,0.0034246575342467,,,,,,
1957-12-01,-0.003310628258305,-0.0103427965524453,0.0021119324181626,0.019607843137255,,-0.0192525158457897,,0.0,,,,0.010015765556895,-0.0114177302747092,-0.10807054122144033
1958-01-01,-0.0058796579108124,,0.0059711977520198,0.1153846153846154,,-0.018327245244993,,0.0,,,,,,
1958-02-01,-0.0096013518703433,,0.0020949720670391,0.1034482758620689,,-0.021334346669562,,0.0034129692832762,,,,,,
1958-03-01,-0.0053707150612688,-0.0259544004487947,0.0059233449477351,0.046875,,-0.0122587086753936,,0.0034013605442178,,,,0.0140482967587916,-0.0222934149146974,0.0005843966104996934
1958-04-01,-0.0053022476071658,,0.0024246622791825,0.1044776119402985,,-0.0165512030508941,,0.0,,,,,,
1958-05-01,-0.002214513884806,,0.0,0.0,,0.0098164923300543,,0.0,,,,,,
1958-06-01,0.0,0.0065722672602819,-0.0010366275051831,-0.0135135135135135,,0.0263872181610684,,0.0033898305084745,,,,-0.009824339007606,0.0029906684550924,0.0023848924364839874
1958-07-01,0.0024551203991043,,-0.0006918021445866396,0.0273972602739727,,0.0148853795721706,,0.0,,,,,,
1958-08-01,0.0038010149101668,,0.0017307026652821,-0.0133333333333333,,0.0200018753300332,,0.0,,,,,,
1958-09-01,0.0053285968028418,0.0231321704108944,-0.0010366275051831,-0.0405405405405406,,0.0091492326450042,,0.0033783783783782,,,,0.0042979287641169,0.0232949084949263,-0.001553775188152473
1958-10-01,-0.0004077194889915425,,0.0,-0.056338028169014,,0.011660074313796,,0.0,,,,,,
1958-11-01,0.0089152180246674,,0.0013836042891732,-0.0746268656716417,,0.0294492599771571,,0.0033670033670034,,,,,,
1958-12-01,0.0027144617280148,0.0233810955984283,0.000690846286701241,0.0,,0.0012429737456323,,0.0033557046979864,,,,-0.0127475529251082,0.0232597900298647,0.06574916111462348
1959-01-01,0.0075453585485263,,0.001380738695202,-0.0322580645161291,,0.0149063639414965,,0.0,,,,,,
1959-02-01,0.0040016768931743,,-0.00034470872113068207,-0.0166666666666666,0.0060350030175015,0.0195847471832486,0.0030116358658451,0.0,0.0007790028763183798,0.0009350455055476824,,,,
1959-03-01,0.0061873671424232,0.0191955280360676,-0.0010344827586207,-0.0508474576271187,-0.0281943611277744,0.0144053035688893,0.0057322232837451,0.0033444816053511,0.0010777797736662,0.0006850594756182549,,0.0084851279686419,0.0211027278003483,-0.006342687656855972
1959-04-01,0.0057909231523749,,0.00034518467380051376,-0.0714285714285712,-0.0185185185185184,0.021301106448589,0.0064685393766681,0.0,0.0025719241581434,0.0019915359721185,,,,
1959-05-01,0.0042947431593556,,0.0020703933747412,-0.0192307692307693,-0.0578616352201257,0.0150625533429691,0.005438202247191,0.0033333333333334,0.0012528337907171,0.000559006211180213,,,,
1959-06-01,0.0024463118580766,0.022551695306433,0.0024104683195591,-0.0196078431372548,0.0033377837116155,0.0011450397806256,0.0033525546466406,0.0033222591362125,0.0029196210451052,0.0028555465888633,,-0.0012346243541085,0.0272772045148299,0.1057586333578251
1959-07-01,0.002291313500121,,0.0013740982480248,0.02,0.0292747837658018,-0.0239465865352151,-0.0016038492381715,0.0,0.0023170152091254,0.0021046115753635,,,,
1959-08-01,-0.0086982380492156,,0.0010291595197255,0.019607843137255,-0.0756302521008402,-0.0338781510788256,-0.0058456046407853,0.0,0.001659652658408,0.0014207177713261,,,,
1959-09-01,0.0017249137543122,0.0007056034114389931,0.0023989033584648,0.0576923076923077,0.0769230769230768,-0.0012084051290083,0.00040396786211238656,0.0033112582781458,0.0026037043612048,0.0026523562792992,,0.0045325519641059,-0.0082130966285718,-0.03937040574774697
1959-10-01,-0.0013101744403682,,0.0034188034188034,0.0363636363636363,-0.12012987012987,-0.0072636838213878,0.00071787508973431,0.0033003300330032,0.0017116213185386,0.0023992617656107,,,,
1959-11-01,0.0051726076689531,,0.0,0.0175438596491226,0.0450184501845019,0.0060935976600584,0.0072184361549496,0.0,0.001826537827009,0.000613722842764064,,,,
1959-12-01,0.0100682402953351,0.0028488905531138,0.0020442930153321,-0.086206896551724,0.1306497175141243,0.0618186223047727,0.0097039839750723,0.0032894736842106,0.0015291419161325,0.0011653581943082,,0.0128070735153367,0.0068277986069706,0.13030132722320698
1960-01-01,0.0018459039391589,,-0.0013600816048963,-0.0188679245283017,-0.0880699562773267,0.0262556354125733,0.00216020808535,0.0,0.0002348934171121364,-0.0005513692335967768,,,,
1960-02-01,0.0044035818255518,,0.0013619339462036,-0.0769230769230769,0.0294520547945205,-0.008897141469078,0.00017596339961301055,0.0032786885245901,0.0018787060412142,0.0010420497732008,-0.0036630036630036,,,
1960-03-01,-0.0010823106414983,0.02247714291953,0.0,0.1250000000000002,-0.262142381902861,-0.0089770112077631,0.0011875439831106,0.0,0.00011719894520934028,0.0005510991366113327,-0.1222426470588234,-0.001980019800198,0.02224308185338,0.02696500286861747
1960-04-01,0.0065927204613067,,0.0044202652159128,-0.037037037037037,0.1623083859332732,-0.0079307526250707,0.0038219918288449,0.0,0.0018163707740082,0.0036719706242349,0.0638743455497381,,,
1960-05-01,-0.0061664203747285,,0.0010155721056195,-0.0192307692307693,-0.0139643134212568,-0.0011408145415827,0.0022319474835885,0.0,0.0015791320622295,0.0010365853658538,0.0354330708661416,,,
1960-06-01,-0.0023313446535108,-0.0053907336126427,0.0013527223537368,0.0588235294117649,-0.018882769472856,-0.0125717524735303,0.0009169905244312826,0.0032679738562091,0.0006423357664233631,0.0004263872814764813,-0.0893536121673004,0.0224546848227973,-0.00016917699058571767,0.02648044692737428
1960-07-01,-0.0007727975270479526,,-0.0020263424518742,0.0185185185185183,-0.0400962309542902,-0.0034699761385591,0.0016141697932119,-0.0032573289902279,0.001750700280112,0.0017657087189477,0.0427974947807934,,,
1960-08-01,-0.0006260818325783957,,0.0020304568527917,0.018181818181818,0.1228070175438595,-0.0011649851045262,-0.0023084629121478,0.0,0.0014563672375624,0.0017018172977574,-0.005005005005005,,,
1960-09-01,-0.0008291568396225912,0.0048942127988755,0.0,-0.0178571428571427,-0.1837797619047618,-0.0104626640843554,0.0014406705666638,0.0,0.0007562096445816735,0.0006067592985861125,-0.0100603621730381,0.0,3.726188661823393e-05,0.0022132723776351337
1960-10-01,-0.001567484832279,,0.0047281323877068,0.1090909090909091,0.1358249772105741,-0.0011743266106759,0.0036618858712236,0.0065359477124182,0.0005812601720529553,0.0011521435934753,-0.0121951219512195,,,
1960-11-01,-0.0033430608400133,,0.0010084033613446,0.0,0.0,-0.0141171962429621,-0.0041263084741345,0.0,0.0026722435227142,0.0033313143549362,0.007201646090535,,,
1960-12-01,-0.0040584866848278,-0.012834033294741,0.0010073875083949,0.0819672131147541,-0.1468699839486356,-0.0190939326080906,-0.0045359385903699,-0.0032467532467532,-0.0002896871378912369,0.00024147298520960087,-0.0286006128702758,0.0176838948668196,-0.0054278161835781,-0.0022445876475273296
1961-01-01,-0.0010978378177216,,0.0010063737001007,0.0,0.1128880526810911,0.0012157562003565,0.009682790045566,0.003257328990228,0.00023181686467688145,0.00012070734504199264,0.0189274447949527,,,
1961-02-01,-0.0023471117485982,,0.0,0.0454545454545456,0.0363482671174979,-0.0012142799320001,0.0041657626383162,0.0,0.0009849933368097918,0.000965542212298498,-0.0082559339525283,,,
1961-03-01,0.0019045129488208,0.0067490454029222,0.0,0.0,0.0701468189233278,0.006083283802525,0.00423490773951,0.0032467532467532,0.0003473026163463011,-0.0005425935973956131,0.0405827263267428,-0.0039866533778222,0.0020362521046541,-0.033853410740203205
1961-04-01,-0.00059635848599493,,-0.0010053619302949,0.0144927536231882,-0.111280487804878,0.0205563139167992,0.0020224622401996,0.0,0.0013887281564635,-0.0006032090722642991,0.002,,,
1961-05-01,0.0029649243851044,,0.0010063737001007,0.0142857142857142,0.053173241852487,0.0154016173452382,0.0081594090870049,0.0,0.0012712354096844,0.0005432158377596252,0.0249500998003993,,,
1961-06-01,0.0035511099542631,0.0169743426884125,0.0,-0.0281690140845068,0.1254071661237785,0.0140019003195992,0.0102658033736582,0.0032362459546926,0.0015004616805169,0.0004825963684622625,0.041869522882181,-0.012051337829019,0.0168793271682423,0.04326435572914722
1961-07-01,0.0027048557719029,,0.002680965147453,0.0144927536231882,-0.0340086830680174,0.0115085483554957,0.0034152717460051,0.0,0.0015558372709463,0.0021706361169731,0.0121495327102802,,,
1961-08-01,0.0032333758291298,,0.0006684491978610207,-0.0571428571428571,-0.0172284644194756,0.009099560391437,4.2020337843506894e-05,0.0032258064516128,0.0010356136010587,0.0008423079237112052,0.0701754385964912,,,
1961-09-01,0.001657519613982,0.0191958699932139,0.0013360053440214,0.0151515151515151,0.0891768292682926,-0.001126666527572,0.0008823900163872356,0.0,0.0020116098626357,0.0011421701232341,-0.0526315789473684,-0.0093799542011624,0.0161202682311372,0.023866949854206343
1961-10-01,0.0024637787747296,,0.0,-0.0298507462686566,-0.0097970608817354,0.0191874673629242,0.010579345088161,0.0,0.000344155099231358,-0.00012009126936463056,0.0227686703096539,,,
1961-11-01,0.0040350684127508,,0.0,-0.0615384615384615,-0.0212014134275618,0.0155020330535151,0.0092638750415421,0.0032154340836012,0.0001720183486237925,6.0052846504676793e-05,0.0258236865538734,,,
1961-12-01,0.0023747762230097,0.0196109806320008,0.0010006671114075,-0.0163934426229507,-0.0144404332129963,0.0087265388496469,0.0060917884338342,0.0,0.0008599438170038276,0.0003002462018857344,0.0078125,-0.001200266725939,0.0236950617690387,-0.00411363476548765
1962-01-01,0.0003462603878117143,,0.0009996667777407708,-0.0333333333333333,-0.0029304029304029,-0.0086510451678991,-0.0024956020128463,0.0,0.0011456065986941,0.0018609677032055,-0.0335917312661498,,,
1962-02-01,0.0054107230693556,,0.0023302263648468,-0.0517241379310344,-0.0609845701689933,0.016359233097881,0.0044705110327289,0.0,0.0016592287447076,0.0026963868416323,0.0641711229946524,,,
1962-03-01,0.0015764296586213,0.0178364881061017,0.0019926934573231,0.018181818181818,0.1291079812206572,0.0053653054173301,0.0066555061042832,0.0032051282051281,0.002341920374707,0.0013146886578223,-0.050251256281407,-0.0004895851878226054,0.012121747670984,0.047202118270079474
1962-04-01,0.0059158751696064,,0.0013258203513424,0.0,0.0561330561330561,0.0021330889498092,0.0044211892593495,0.0,0.0001709596535217628,0.0011339221771304,0.0890652557319224,,,
1962-05-01,0.0004676090788100496,,0.0009930486593843213,-0.0178571428571427,-0.0269028871391076,-0.0010642742831914,0.000565359609093985,0.0031948881789136,0.0014244202609539,0.0006557377049181135,-0.0753036437246963,,,
1962-06-01,0.0002876249370820094,0.0090366382300992,-0.0009920634920633775,0.0,-0.0532703978422117,-0.0021308163394154,0.00016144004520324273,0.0,0.001820664542558,0.0005957345406886194,0.0105078809106831,0.0107761499755087,0.0111112256126115,-0.0023262086170857676
1962-07-01,0.0018330817338796,,0.0003310162197946997,-0.018181818181818,0.0327635327635327,0.0096131032410118,0.0043581776360921,0.0,0.0008518855065879904,-0.0005358418671111975,0.0303292894280762,,,
